workshop_id;workshop_datum;workshop_thema;jugend_id;teilgenommen;workshop_durchgefuehrt;zaehlt_als_erreichte_jugendliche;feedback_formular_abgegeben;programm_gesamt_workshops_durchgefuehrt_2026;ziel_output_24_workshops_durchgefuehrt_unterstuetzt;programm_gesamt_teilnehmende_jugendliche_erreicht_2026;ziel_output_140_teilnehmende_jugendliche_unterstuetzt
W05;2026-04-11;Kommunikation und Auftreten;J029;true;true;true;true;24;true;150;true
W05;2026-04-11;Kommunikation und Auftreten;J053;true;true;true;true;24;true;150;true
W05;2026-04-11;Kommunikation und Auftreten;J057;true;true;true;true;24;true;150;true
W05;2026-04-11;Kommunikation und Auftreten;J059;true;true;true;true;24;true;150;true
W05;2026-04-11;Kommunikation und Auftreten;J076;true;true;true;true;24;true;150;true
W05;2026-04-11;Kommunikation und Auftreten;J077;true;true;true;true;24;true;150;true
W05;2026-04-11;Kommunikation und Auftreten;J088;true;true;true;true;24;true;150;true
W05;2026-04-11;Kommunikation und Auftreten;J101;true;true;true;true;24;true;150;true
W05;2026-04-11;Kommunikation und Auftreten;J108;true;true;true;true;24;true;150;true
W05;2026-04-11;Kommunikation und Auftreten;J113;true;true;true;true;24;true;150;true
W05;2026-04-11;Kommunikation und Auftreten;J125;true;true;true;true;24;true;150;true
W05;2026-04-11;Kommunikation und Auftreten;J142;true;true;true;true;24;true;150;true
W05;2026-04-11;Kommunikation und Auftreten;J149;true;true;true;true;24;true;150;true
W06;2026-04-18;Vorstellungsgespräch üben;J006;true;true;true;true;24;true;150;true
W06;2026-04-18;Vorstellungsgespräch üben;J009;true;true;true;true;24;true;150;true
W06;2026-04-18;Vorstellungsgespräch üben;J017;true;true;true;true;24;true;150;true
W06;2026-04-18;Vorstellungsgespräch üben;J024;true;true;true;true;24;true;150;true
W06;2026-04-18;Vorstellungsgespräch üben;J030;true;true;true;true;24;true;150;true
W06;2026-04-18;Vorstellungsgespräch üben;J038;true;true;true;true;24;true;150;true
W06;2026-04-18;Vorstellungsgespräch üben;J054;true;true;true;true;24;true;150;true
W06;2026-04-18;Vorstellungsgespräch üben;J061;true;true;true;true;24;true;150;true
W06;2026-04-18;Vorstellungsgespräch üben;J065;true;true;true;true;24;true;150;true
W06;2026-04-18;Vorstellungsgespräch üben;J067;true;true;true;true;24;true;150;true
W06;2026-04-18;Vorstellungsgespräch üben;J078;true;true;true;true;24;true;150;true
W06;2026-04-18;Vorstellungsgespräch üben;J097;true;true;true;true;24;true;150;true
W06;2026-04-18;Vorstellungsgespräch üben;J102;true;true;true;true;24;true;150;true
W06;2026-04-18;Vorstellungsgespräch üben;J126;true;true;true;true;24;true;150;true
W06;2026-04-18;Vorstellungsgespräch üben;J139;true;true;true;true;24;true;150;true
W06;2026-04-18;Vorstellungsgespräch üben;J143;true;true;true;true;24;true;150;true
W06;2026-04-18;Vorstellungsgespräch üben;J147;true;true;true;true;24;true;150;true
W06;2026-04-18;Vorstellungsgespräch üben;J150;true;true;true;true;24;true;150;true
W07;2026-04-25;Stärken erkennen;J007;true;true;true;false;24;true;150;true
W07;2026-04-25;Stärken erkennen;J017;true;true;true;true;24;true;150;true
W07;2026-04-25;Stärken erkennen;J023;true;true;true;true;24;true;150;true
W07;2026-04-25;Stärken erkennen;J031;true;true;true;true;24;true;150;true
W07;2026-04-25;Stärken erkennen;J042;true;true;true;true;24;true;150;true
W07;2026-04-25;Stärken erkennen;J055;true;true;true;true;24;true;150;true
W07;2026-04-25;Stärken erkennen;J058;true;true;true;true;24;true;150;true
W07;2026-04-25;Stärken erkennen;J079;true;true;true;false;24;true;150;true
W07;2026-04-25;Stärken erkennen;J103;true;true;true;true;24;true;150;true
W07;2026-04-25;Stärken erkennen;J127;true;true;true;true;24;true;150;true
W07;2026-04-25;Stärken erkennen;J129;true;true;true;true;24;true;150;true
W07;2026-04-25;Stärken erkennen;J133;true;true;true;true;24;true;150;true
W08;2026-05-02;Bewerbungsunterlagen vertiefen;J008;true;true;true;true;24;true;150;true
W08;2026-05-02;Bewerbungsunterlagen vertiefen;J032;true;true;true;true;24;true;150;true
W08;2026-05-02;Bewerbungsunterlagen vertiefen;J056;true;true;true;true;24;true;150;true
W08;2026-05-02;Bewerbungsunterlagen vertiefen;J057;true;true;true;true;24;true;150;true
W08;2026-05-02;Bewerbungsunterlagen vertiefen;J063;true;true;true;false;24;true;150;true
W08;2026-05-02;Bewerbungsunterlagen vertiefen;J065;true;true;true;true;24;true;150;true
W08;2026-05-02;Bewerbungsunterlagen vertiefen;J080;true;true;true;true;24;true;150;true
W08;2026-05-02;Bewerbungsunterlagen vertiefen;J104;true;true;true;true;24;true;150;true
W08;2026-05-02;Bewerbungsunterlagen vertiefen;J105;true;true;true;true;24;true;150;true
W08;2026-05-02;Bewerbungsunterlagen vertiefen;J128;true;true;true;true;24;true;150;true
W08;2026-05-02;Bewerbungsunterlagen vertiefen;J139;true;true;true;true;24;true;150;true
W08;2026-05-02;Bewerbungsunterlagen vertiefen;J142;true;true;true;true;24;true;150;true
W08;2026-05-02;Bewerbungsunterlagen vertiefen;J148;true;true;true;true;24;true;150;true
W09;2026-05-09;Berufliche Möglichkeiten erkunden;J008;true;true;true;true;24;true;150;true
W09;2026-05-09;Berufliche Möglichkeiten erkunden;J009;true;true;true;true;24;true;150;true
W09;2026-05-09;Berufliche Möglichkeiten erkunden;J012;true;true;true;true;24;true;150;true
W09;2026-05-09;Berufliche Möglichkeiten erkunden;J033;true;true;true;true;24;true;150;true
W09;2026-05-09;Berufliche Möglichkeiten erkunden;J039;true;true;true;true;24;true;150;true
W09;2026-05-09;Berufliche Möglichkeiten erkunden;J057;true;true;true;false;24;true;150;true
W09;2026-05-09;Berufliche Möglichkeiten erkunden;J065;true;true;true;true;24;true;150;true
W09;2026-05-09;Berufliche Möglichkeiten erkunden;J071;true;true;true;true;24;true;150;true
W09;2026-05-09;Berufliche Möglichkeiten erkunden;J081;true;true;true;true;24;true;150;true
W09;2026-05-09;Berufliche Möglichkeiten erkunden;J098;true;true;true;true;24;true;150;true
W09;2026-05-09;Berufliche Möglichkeiten erkunden;J100;true;true;true;true;24;true;150;true
W09;2026-05-09;Berufliche Möglichkeiten erkunden;J105;true;true;true;true;24;true;150;true
W09;2026-05-09;Berufliche Möglichkeiten erkunden;J126;true;true;true;true;24;true;150;true
W09;2026-05-09;Berufliche Möglichkeiten erkunden;J129;true;true;true;true;24;true;150;true
W10;2026-05-16;Lebenslauf schreiben;J001;true;true;true;true;24;true;150;true
W10;2026-05-16;Lebenslauf schreiben;J010;true;true;true;false;24;true;150;true
W10;2026-05-16;Lebenslauf schreiben;J033;true;true;true;true;24;true;150;true
W10;2026-05-16;Lebenslauf schreiben;J034;true;true;true;true;24;true;150;true
W10;2026-05-16;Lebenslauf schreiben;J058;true;true;true;true;24;true;150;true
W10;2026-05-16;Lebenslauf schreiben;J078;true;true;true;true;24;true;150;true
W10;2026-05-16;Lebenslauf schreiben;J079;true;true;true;true;24;true;150;true
W10;2026-05-16;Lebenslauf schreiben;J082;true;true;true;true;24;true;150;true
W10;2026-05-16;Lebenslauf schreiben;J091;true;true;true;true;24;true;150;true
W10;2026-05-16;Lebenslauf schreiben;J097;true;true;true;true;24;true;150;true
W10;2026-05-16;Lebenslauf schreiben;J101;true;true;true;true;24;true;150;true
W10;2026-05-16;Lebenslauf schreiben;J106;true;true;true;false;24;true;150;true
W10;2026-05-16;Lebenslauf schreiben;J130;true;true;true;true;24;true;150;true
W10;2026-05-16;Lebenslauf schreiben;J134;true;true;true;true;24;true;150;true
W10;2026-05-16;Lebenslauf schreiben;J135;true;true;true;true;24;true;150;true
W11;2026-05-23;Anschreiben und Bewerbungsunterlagen;J011;true;true;true;true;24;true;150;true
W11;2026-05-23;Anschreiben und Bewerbungsunterlagen;J020;true;true;true;true;24;true;150;true
W11;2026-05-23;Anschreiben und Bewerbungsunterlagen;J022;true;true;true;true;24;true;150;true
W11;2026-05-23;Anschreiben und Bewerbungsunterlagen;J025;true;true;true;true;24;true;150;true
W11;2026-05-23;Anschreiben und Bewerbungsunterlagen;J031;true;true;true;true;24;true;150;true
W11;2026-05-23;Anschreiben und Bewerbungsunterlagen;J035;true;true;true;true;24;true;150;true
W11;2026-05-23;Anschreiben und Bewerbungsunterlagen;J047;true;true;true;true;24;true;150;true
W11;2026-05-23;Anschreiben und Bewerbungsunterlagen;J059;true;true;true;true;24;true;150;true
W11;2026-05-23;Anschreiben und Bewerbungsunterlagen;J068;true;true;true;true;24;true;150;true
W11;2026-05-23;Anschreiben und Bewerbungsunterlagen;J083;true;true;true;true;24;true;150;true
W11;2026-05-23;Anschreiben und Bewerbungsunterlagen;J089;true;true;true;true;24;true;150;true
W11;2026-05-23;Anschreiben und Bewerbungsunterlagen;J092;true;true;true;true;24;true;150;true
W11;2026-05-23;Anschreiben und Bewerbungsunterlagen;J106;true;true;true;true;24;true;150;true
W11;2026-05-23;Anschreiben und Bewerbungsunterlagen;J107;true;true;true;true;24;true;150;true
W11;2026-05-23;Anschreiben und Bewerbungsunterlagen;J131;true;true;true;true;24;true;150;true
W11;2026-05-23;Anschreiben und Bewerbungsunterlagen;J141;true;true;true;true;24;true;150;true
W12;2026-05-30;Online-Bewerbungen und Portale;J012;true;true;true;true;24;true;150;true
W12;2026-05-30;Online-Bewerbungen und Portale;J014;true;true;true;true;24;true;150;true
W12;2026-05-30;Online-Bewerbungen und Portale;J018;true;true;true;true;24;true;150;true
W12;2026-05-30;Online-Bewerbungen und Portale;J032;true;true;true;true;24;true;150;true
W12;2026-05-30;Online-Bewerbungen und Portale;J036;true;true;true;true;24;true;150;true
W12;2026-05-30;Online-Bewerbungen und Portale;J042;true;true;true;true;24;true;150;true
W12;2026-05-30;Online-Bewerbungen und Portale;J049;true;true;true;true;24;true;150;true
W12;2026-05-30;Online-Bewerbungen und Portale;J060;true;true;true;true;24;true;150;true
W12;2026-05-30;Online-Bewerbungen und Portale;J069;true;true;true;true;24;true;150;true
W12;2026-05-30;Online-Bewerbungen und Portale;J077;true;true;true;true;24;true;150;true
W12;2026-05-30;Online-Bewerbungen und Portale;J080;true;true;true;true;24;true;150;true
W12;2026-05-30;Online-Bewerbungen und Portale;J084;true;true;true;true;24;true;150;true
W12;2026-05-30;Online-Bewerbungen und Portale;J088;true;true;true;true;24;true;150;true
W12;2026-05-30;Online-Bewerbungen und Portale;J108;true;true;true;true;24;true;150;true
W12;2026-05-30;Online-Bewerbungen und Portale;J110;true;true;true;true;24;true;150;true
W12;2026-05-30;Online-Bewerbungen und Portale;J132;true;true;true;true;24;true;150;true
W12;2026-05-30;Online-Bewerbungen und Portale;J139;true;true;true;false;24;true;150;true
W13;2026-06-06;Kommunikation und Auftreten;J013;true;true;true;true;24;true;150;true
W13;2026-06-06;Kommunikation und Auftreten;J037;true;true;true;true;24;true;150;true
W13;2026-06-06;Kommunikation und Auftreten;J038;true;true;true;true;24;true;150;true
W13;2026-06-06;Kommunikation und Auftreten;J041;true;true;true;true;24;true;150;true
W13;2026-06-06;Kommunikation und Auftreten;J043;true;true;true;true;24;true;150;true
W13;2026-06-06;Kommunikation und Auftreten;J061;true;true;true;true;24;true;150;true
W13;2026-06-06;Kommunikation und Auftreten;J062;true;true;true;true;24;true;150;true
W13;2026-06-06;Kommunikation und Auftreten;J068;true;true;true;true;24;true;150;true
W13;2026-06-06;Kommunikation und Auftreten;J074;true;true;true;true;24;true;150;true
W13;2026-06-06;Kommunikation und Auftreten;J085;true;true;true;true;24;true;150;true
W13;2026-06-06;Kommunikation und Auftreten;J092;true;true;true;true;24;true;150;true
W13;2026-06-06;Kommunikation und Auftreten;J109;true;true;true;true;24;true;150;true
W13;2026-06-06;Kommunikation und Auftreten;J118;true;true;true;false;24;true;150;true
W13;2026-06-06;Kommunikation und Auftreten;J133;true;true;true;true;24;true;150;true
W13;2026-06-06;Kommunikation und Auftreten;J135;true;true;true;false;24;true;150;true
W13;2026-06-06;Kommunikation und Auftreten;J136;true;true;true;true;24;true;150;true
W13;2026-06-06;Kommunikation und Auftreten;J143;true;true;true;true;24;true;150;true
W13;2026-06-06;Kommunikation und Auftreten;J150;true;true;true;false;24;true;150;true
W14;2026-06-13;Vorstellungsgespräch üben;J014;true;true;true;true;24;true;150;true
W14;2026-06-13;Vorstellungsgespräch üben;J025;true;true;true;true;24;true;150;true
W14;2026-06-13;Vorstellungsgespräch üben;J038;true;true;true;true;24;true;150;true
W14;2026-06-13;Vorstellungsgespräch üben;J062;true;true;true;true;24;true;150;true
W14;2026-06-13;Vorstellungsgespräch üben;J067;true;true;true;true;24;true;150;true
W14;2026-06-13;Vorstellungsgespräch üben;J086;true;true;true;false;24;true;150;true
W14;2026-06-13;Vorstellungsgespräch üben;J088;true;true;true;true;24;true;150;true
W14;2026-06-13;Vorstellungsgespräch üben;J110;true;true;true;true;24;true;150;true
W14;2026-06-13;Vorstellungsgespräch üben;J134;true;true;true;true;24;true;150;true
W14;2026-06-13;Vorstellungsgespräch üben;J142;true;true;true;true;24;true;150;true
W14;2026-06-13;Vorstellungsgespräch üben;J144;true;true;true;true;24;true;150;true
W14;2026-06-13;Vorstellungsgespräch üben;J147;true;true;true;true;24;true;150;true
W15;2026-06-20;Stärken erkennen;J015;true;true;true;true;24;true;150;true
W15;2026-06-20;Stärken erkennen;J039;true;true;true;true;24;true;150;true
W15;2026-06-20;Stärken erkennen;J061;true;true;true;true;24;true;150;true
W15;2026-06-20;Stärken erkennen;J063;true;true;true;true;24;true;150;true
W15;2026-06-20;Stärken erkennen;J069;true;true;true;true;24;true;150;true
W15;2026-06-20;Stärken erkennen;J087;true;true;true;true;24;true;150;true
W15;2026-06-20;Stärken erkennen;J090;true;true;true;true;24;true;150;true
W15;2026-06-20;Stärken erkennen;J099;true;true;true;true;24;true;150;true
W15;2026-06-20;Stärken erkennen;J100;true;true;true;true;24;true;150;true
W15;2026-06-20;Stärken erkennen;J101;true;true;true;true;24;true;150;true
W15;2026-06-20;Stärken erkennen;J111;true;true;true;true;24;true;150;true
W15;2026-06-20;Stärken erkennen;J135;true;true;true;true;24;true;150;true
W15;2026-06-20;Stärken erkennen;J147;true;true;true;true;24;true;150;true
W16;2026-06-27;Bewerbungsunterlagen vertiefen;J007;true;true;true;true;24;true;150;true
W16;2026-06-27;Bewerbungsunterlagen vertiefen;J016;true;true;true;true;24;true;150;true
W16;2026-06-27;Bewerbungsunterlagen vertiefen;J040;true;true;true;true;24;true;150;true
W16;2026-06-27;Bewerbungsunterlagen vertiefen;J052;true;true;true;true;24;true;150;true
W16;2026-06-27;Bewerbungsunterlagen vertiefen;J064;true;true;true;true;24;true;150;true
W16;2026-06-27;Bewerbungsunterlagen vertiefen;J077;true;true;true;true;24;true;150;true
W16;2026-06-27;Bewerbungsunterlagen vertiefen;J078;true;true;true;true;24;true;150;true
W16;2026-06-27;Bewerbungsunterlagen vertiefen;J088;true;true;true;true;24;true;150;true
W16;2026-06-27;Bewerbungsunterlagen vertiefen;J089;true;true;true;true;24;true;150;true
W16;2026-06-27;Bewerbungsunterlagen vertiefen;J091;true;true;true;true;24;true;150;true
W16;2026-06-27;Bewerbungsunterlagen vertiefen;J108;true;true;true;true;24;true;150;true
W16;2026-06-27;Bewerbungsunterlagen vertiefen;J112;true;true;true;true;24;true;150;true
W16;2026-06-27;Bewerbungsunterlagen vertiefen;J129;true;true;true;true;24;true;150;true
W16;2026-06-27;Bewerbungsunterlagen vertiefen;J136;true;true;true;true;24;true;150;true
W17;2026-07-04;Berufliche Möglichkeiten erkunden;J006;true;true;true;true;24;true;150;true
W17;2026-07-04;Berufliche Möglichkeiten erkunden;J008;true;true;true;true;24;true;150;true
W17;2026-07-04;Berufliche Möglichkeiten erkunden;J011;true;true;true;true;24;true;150;true
W17;2026-07-04;Berufliche Möglichkeiten erkunden;J017;true;true;true;true;24;true;150;true
W17;2026-07-04;Berufliche Möglichkeiten erkunden;J019;true;true;true;true;24;true;150;true
W17;2026-07-04;Berufliche Möglichkeiten erkunden;J020;true;true;true;true;24;true;150;true
W17;2026-07-04;Berufliche Möglichkeiten erkunden;J041;true;true;true;true;24;true;150;true
W17;2026-07-04;Berufliche Möglichkeiten erkunden;J065;true;true;true;true;24;true;150;true
W17;2026-07-04;Berufliche Möglichkeiten erkunden;J089;true;true;true;true;24;true;150;true
W17;2026-07-04;Berufliche Möglichkeiten erkunden;J092;true;true;true;true;24;true;150;true
W17;2026-07-04;Berufliche Möglichkeiten erkunden;J113;true;true;true;true;24;true;150;true
W17;2026-07-04;Berufliche Möglichkeiten erkunden;J123;true;true;true;true;24;true;150;true
W17;2026-07-04;Berufliche Möglichkeiten erkunden;J124;true;true;true;true;24;true;150;true
W17;2026-07-04;Berufliche Möglichkeiten erkunden;J133;true;true;true;true;24;true;150;true
W17;2026-07-04;Berufliche Möglichkeiten erkunden;J137;true;true;true;true;24;true;150;true
W18;2026-07-11;Lebenslauf schreiben;J001;true;true;true;true;24;true;150;true
W18;2026-07-11;Lebenslauf schreiben;J014;true;true;true;true;24;true;150;true
W18;2026-07-11;Lebenslauf schreiben;J018;true;true;true;true;24;true;150;true
W18;2026-07-11;Lebenslauf schreiben;J035;true;true;true;true;24;true;150;true
W18;2026-07-11;Lebenslauf schreiben;J036;true;true;true;true;24;true;150;true
W18;2026-07-11;Lebenslauf schreiben;J042;true;true;true;true;24;true;150;true
W18;2026-07-11;Lebenslauf schreiben;J047;true;true;true;true;24;true;150;true
W18;2026-07-11;Lebenslauf schreiben;J066;true;true;true;true;24;true;150;true
W18;2026-07-11;Lebenslauf schreiben;J090;true;true;true;true;24;true;150;true
W18;2026-07-11;Lebenslauf schreiben;J097;true;true;true;false;24;true;150;true
W18;2026-07-11;Lebenslauf schreiben;J106;true;true;true;true;24;true;150;true
W18;2026-07-11;Lebenslauf schreiben;J114;true;true;true;true;24;true;150;true
W18;2026-07-11;Lebenslauf schreiben;J130;true;true;true;true;24;true;150;true
W18;2026-07-11;Lebenslauf schreiben;J138;true;true;true;true;24;true;150;true
W18;2026-07-11;Lebenslauf schreiben;J141;true;true;true;true;24;true;150;true
W18;2026-07-11;Lebenslauf schreiben;J142;true;true;true;true;24;true;150;true
W19;2026-07-18;Anschreiben und Bewerbungsunterlagen;J013;true;true;true;true;24;true;150;true
W19;2026-07-18;Anschreiben und Bewerbungsunterlagen;J015;true;true;true;true;24;true;150;true
W19;2026-07-18;Anschreiben und Bewerbungsunterlagen;J016;true;true;true;true;24;true;150;true
W19;2026-07-18;Anschreiben und Bewerbungsunterlagen;J019;true;true;true;false;24;true;150;true
W19;2026-07-18;Anschreiben und Bewerbungsunterlagen;J021;true;true;true;true;24;true;150;true
W19;2026-07-18;Anschreiben und Bewerbungsunterlagen;J043;true;true;true;true;24;true;150;true
W19;2026-07-18;Anschreiben und Bewerbungsunterlagen;J067;true;true;true;true;24;true;150;true
W19;2026-07-18;Anschreiben und Bewerbungsunterlagen;J076;true;true;true;true;24;true;150;true
W19;2026-07-18;Anschreiben und Bewerbungsunterlagen;J091;true;true;true;true;24;true;150;true
W19;2026-07-18;Anschreiben und Bewerbungsunterlagen;J097;true;true;true;true;24;true;150;true
W19;2026-07-18;Anschreiben und Bewerbungsunterlagen;J099;true;true;true;true;24;true;150;true
W19;2026-07-18;Anschreiben und Bewerbungsunterlagen;J102;true;true;true;true;24;true;150;true
W19;2026-07-18;Anschreiben und Bewerbungsunterlagen;J115;true;true;true;false;24;true;150;true
W19;2026-07-18;Anschreiben und Bewerbungsunterlagen;J116;true;true;true;true;24;true;150;true
W19;2026-07-18;Anschreiben und Bewerbungsunterlagen;J123;true;true;true;true;24;true;150;true
W19;2026-07-18;Anschreiben und Bewerbungsunterlagen;J139;true;true;true;true;24;true;150;true
W19;2026-07-18;Anschreiben und Bewerbungsunterlagen;J140;true;true;true;true;24;true;150;true
W20;2026-07-25;Online-Bewerbungen und Portale;J010;true;true;true;true;24;true;150;true
W20;2026-07-25;Online-Bewerbungen und Portale;J020;true;true;true;true;24;true;150;true
W20;2026-07-25;Online-Bewerbungen und Portale;J036;true;true;true;true;24;true;150;true
W20;2026-07-25;Online-Bewerbungen und Portale;J044;true;true;true;true;24;true;150;true
W20;2026-07-25;Online-Bewerbungen und Portale;J046;true;true;true;true;24;true;150;true
W20;2026-07-25;Online-Bewerbungen und Portale;J052;true;true;true;true;24;true;150;true
W20;2026-07-25;Online-Bewerbungen und Portale;J058;true;true;true;false;24;true;150;true
W20;2026-07-25;Online-Bewerbungen und Portale;J068;true;true;true;true;24;true;150;true
W20;2026-07-25;Online-Bewerbungen und Portale;J082;true;true;true;true;24;true;150;true
W20;2026-07-25;Online-Bewerbungen und Portale;J092;true;true;true;true;24;true;150;true
W20;2026-07-25;Online-Bewerbungen und Portale;J107;true;true;true;false;24;true;150;true
W20;2026-07-25;Online-Bewerbungen und Portale;J112;true;true;true;true;24;true;150;true
W20;2026-07-25;Online-Bewerbungen und Portale;J113;true;true;true;false;24;true;150;true
W20;2026-07-25;Online-Bewerbungen und Portale;J116;true;true;true;true;24;true;150;true
W20;2026-07-25;Online-Bewerbungen und Portale;J118;true;true;true;true;24;true;150;true
W20;2026-07-25;Online-Bewerbungen und Portale;J121;true;true;true;true;24;true;150;true
W20;2026-07-25;Online-Bewerbungen und Portale;J127;true;true;true;false;24;true;150;true
W20;2026-07-25;Online-Bewerbungen und Portale;J140;true;true;true;true;24;true;150;true
W21;2026-08-01;Kommunikation und Auftreten;J021;true;true;true;true;24;true;150;true
W21;2026-08-01;Kommunikation und Auftreten;J045;true;true;true;true;24;true;150;true
W21;2026-08-01;Kommunikation und Auftreten;J069;true;true;true;true;24;true;150;true
W21;2026-08-01;Kommunikation und Auftreten;J077;true;true;true;true;24;true;150;true
W21;2026-08-01;Kommunikation und Auftreten;J088;true;true;true;true;24;true;150;true
